timestep,v,omega,controller,solve_time_ms
0,0.01802375531759235,-0.0046830113790682,MPC,339.54149996861815
1,0.01802375531759235,-0.0046830113790682,MPC,339.54149996861815
2,0.01802375531759235,-0.0046830113790682,MPC,339.54149996861815
3,0.01802375531759235,-0.0046830113790682,MPC,339.54149996861815
4,0.01802375531759235,-0.0046830113790682,MPC,339.54149996861815
5,1.094614344749219,-0.052688151822466375,MPC,339.0794999431819
6,1.094614344749219,-0.052688151822466375,MPC,339.0794999431819
7,1.094614344749219,-0.052688151822466375,MPC,339.0794999431819
8,1.094614344749219,-0.052688151822466375,MPC,339.0794999431819
9,1.094614344749219,-0.052688151822466375,MPC,339.0794999431819
10,1.5322401704868889,-0.08835808088347741,MPC,465.82399995531887
11,1.5322401704868889,-0.08835808088347741,MPC,465.82399995531887
12,1.5322401704868889,-0.08835808088347741,MPC,465.82399995531887
13,1.5322401704868889,-0.08835808088347741,MPC,465.82399995531887
14,1.5322401704868889,-0.08835808088347741,MPC,465.82399995531887
15,1.676140325601703,-0.1289376217039151,MPC,524.0142999682575
16,1.676140325601703,-0.1289376217039151,MPC,524.0142999682575
17,1.676140325601703,-0.1289376217039151,MPC,524.0142999682575
18,1.676140325601703,-0.1289376217039151,MPC,524.0142999682575
19,1.676140325601703,-0.1289376217039151,MPC,524.0142999682575
20,1.6363585082898462,-0.17366914315348253,MPC,756.7570001119748
21,1.6363585082898462,-0.17366914315348253,MPC,756.7570001119748
22,1.6363585082898462,-0.17366914315348253,MPC,756.7570001119748
23,1.6363585082898462,-0.17366914315348253,MPC,756.7570001119748
24,1.6363585082898462,-0.17366914315348253,MPC,756.7570001119748
25,1.373398597230144,-0.21567598174581154,MPC,430.8972000144422
26,1.373398597230144,-0.21567598174581154,MPC,430.8972000144422
27,1.373398597230144,-0.21567598174581154,MPC,430.8972000144422
28,1.373398597230144,-0.21567598174581154,MPC,430.8972000144422
29,1.373398597230144,-0.21567598174581154,MPC,430.8972000144422
30,-1.890255586498804,1.6635391688967531,MPC,375.37250004243106
31,-1.890255586498804,1.6635391688967531,MPC,375.37250004243106
32,-1.890255586498804,1.6635391688967531,MPC,375.37250004243106
33,-1.890255586498804,1.6635391688967531,MPC,375.37250004243106
34,-1.890255586498804,1.6635391688967531,MPC,375.37250004243106
35,-1.8890996929783932,2.0999999999999996,MPC,369.5286000147462
36,-1.8890996929783932,2.0999999999999996,MPC,369.5286000147462
37,-1.8890996929783932,2.0999999999999996,MPC,369.5286000147462
38,-1.8890996929783932,2.0999999999999996,MPC,369.5286000147462
39,-1.8890996929783932,2.0999999999999996,MPC,369.5286000147462
40,1.6430799998266394,-0.6252563818269424,MPC,400.448500062339
41,1.6430799998266394,-0.6252563818269424,MPC,400.448500062339
42,1.6430799998266394,-0.6252563818269424,MPC,400.448500062339
43,1.6430799998266394,-0.6252563818269424,MPC,400.448500062339
44,1.6430799998266394,-0.6252563818269424,MPC,400.448500062339
45,1.5946332054247832,-0.6995828585972936,MPC,429.7268999507651
46,1.5946332054247832,-0.6995828585972936,MPC,429.7268999507651
47,1.5946332054247832,-0.6995828585972936,MPC,429.7268999507651
48,1.5946332054247832,-0.6995828585972936,MPC,429.7268999507651
49,1.5946332054247832,-0.6995828585972936,MPC,429.7268999507651
50,1.5344656777914303,-0.7894965518011198,MPC,396.44850010517985
51,1.5344656777914303,-0.7894965518011198,MPC,396.44850010517985
52,1.5344656777914303,-0.7894965518011198,MPC,396.44850010517985
53,1.5344656777914303,-0.7894965518011198,MPC,396.44850010517985
54,1.5344656777914303,-0.7894965518011198,MPC,396.44850010517985
55,1.4645481463389989,-0.8975732218303454,MPC,427.2108000004664
56,1.4645481463389989,-0.8975732218303454,MPC,427.2108000004664
57,1.4645481463389989,-0.8975732218303454,MPC,427.2108000004664
58,1.4645481463389989,-0.8975732218303454,MPC,427.2108000004664
59,1.4645481463389989,-0.8975732218303454,MPC,427.2108000004664
60,1.3873067106671515,-1.0255193286230628,MPC,482.78590000700206
61,1.3873067106671515,-1.0255193286230628,MPC,482.78590000700206
62,1.3873067106671515,-1.0255193286230628,MPC,482.78590000700206
63,1.3873067106671515,-1.0255193286230628,MPC,482.78590000700206
64,1.3873067106671515,-1.0255193286230628,MPC,482.78590000700206
65,1.3056733792848347,-1.1726478397401552,MPC,388.7073000660166
66,1.3056733792848347,-1.1726478397401552,MPC,388.7073000660166
67,1.3056733792848347,-1.1726478397401552,MPC,388.7073000660166
68,1.3056733792848347,-1.1726478397401552,MPC,388.7073000660166
69,1.3056733792848347,-1.1726478397401552,MPC,388.7073000660166
70,1.2231093168268474,-1.3334041229908498,MPC,354.5741999987513
71,1.2231093168268474,-1.3334041229908498,MPC,354.5741999987513
72,1.2231093168268474,-1.3334041229908498,MPC,354.5741999987513
73,1.2231093168268474,-1.3334041229908498,MPC,354.5741999987513
74,1.2231093168268474,-1.3334041229908498,MPC,354.5741999987513
75,1.143544514877668,-1.4943990094548603,MPC,174.59740000776947
76,1.143544514877668,-1.4943990094548603,MPC,174.59740000776947
