timestep,v,omega,controller,solve_time_ms
0,0.01961665003298664,-0.004674495496875554,MPC,66.99390010908246
1,0.01961665003298664,-0.004674495496875554,MPC,66.99390010908246
2,0.01961665003298664,-0.004674495496875554,MPC,66.99390010908246
3,0.01961665003298664,-0.004674495496875554,MPC,66.99390010908246
4,0.01961665003298664,-0.004674495496875554,MPC,66.99390010908246
5,1.5235333911309827,-0.051274113375955915,MPC,46.26539989840239
6,1.5235333911309827,-0.051274113375955915,MPC,46.26539989840239
7,1.5235333911309827,-0.051274113375955915,MPC,46.26539989840239
8,1.5235333911309827,-0.051274113375955915,MPC,46.26539989840239
9,1.5235333911309827,-0.051274113375955915,MPC,46.26539989840239
10,1.6770956488387676,-0.08662388387786199,MPC,73.80380004178733
11,1.6770956488387676,-0.08662388387786199,MPC,73.80380004178733
12,1.6770956488387676,-0.08662388387786199,MPC,73.80380004178733
13,1.6770956488387676,-0.08662388387786199,MPC,73.80380004178733
14,1.6770956488387676,-0.08662388387786199,MPC,73.80380004178733
15,1.6868237390465959,-0.12724301369020283,MPC,43.19909994956106
16,1.6868237390465959,-0.12724301369020283,MPC,43.19909994956106
17,1.6868237390465959,-0.12724301369020283,MPC,43.19909994956106
18,1.6868237390465959,-0.12724301369020283,MPC,43.19909994956106
19,1.6868237390465959,-0.12724301369020283,MPC,43.19909994956106
20,1.4280152749435944,-0.1584748310931588,MPC,45.39470002055168
21,1.4280152749435944,-0.1584748310931588,MPC,45.39470002055168
22,1.4280152749435944,-0.1584748310931588,MPC,45.39470002055168
23,1.4280152749435944,-0.1584748310931588,MPC,45.39470002055168
24,1.4280152749435944,-0.1584748310931588,MPC,45.39470002055168
25,-0.20414134218530933,-0.08173973160120052,MPC,59.213200001977384
26,-0.20414134218530933,-0.08173973160120052,MPC,59.213200001977384
27,-0.20414134218530933,-0.08173973160120052,MPC,59.213200001977384
28,-0.20414134218530933,-0.08173973160120052,MPC,59.213200001977384
29,-0.20414134218530933,-0.08173973160120052,MPC,59.213200001977384
30,-1.0455103346681471,0.19014864698587158,MPC,51.93970003165305
31,-1.0455103346681471,0.19014864698587158,MPC,51.93970003165305
32,-1.0455103346681471,0.19014864698587158,MPC,51.93970003165305
33,-1.0455103346681471,0.19014864698587158,MPC,51.93970003165305
34,-1.0455103346681471,0.19014864698587158,MPC,51.93970003165305
35,-1.8890997354502117,2.4000000000000004,MPC,50.93619995750487
36,-1.8890997354502117,2.4000000000000004,MPC,50.93619995750487
37,-1.8890997354502117,2.4000000000000004,MPC,50.93619995750487
38,-1.8890997354502117,2.4000000000000004,MPC,50.93619995750487
39,-1.8890997354502117,2.4000000000000004,MPC,50.93619995750487
40,1.695453501529497,-0.5742859518090468,MPC,55.95299997366965
41,1.695453501529497,-0.5742859518090468,MPC,55.95299997366965
42,1.695453501529497,-0.5742859518090468,MPC,55.95299997366965
43,1.695453501529497,-0.5742859518090468,MPC,55.95299997366965
44,1.695453501529497,-0.5742859518090468,MPC,55.95299997366965
45,1.6300636072787813,-0.6511609500802931,MPC,50.153200048953295
46,1.6300636072787813,-0.6511609500802931,MPC,50.153200048953295
47,1.6300636072787813,-0.6511609500802931,MPC,50.153200048953295
48,1.6300636072787813,-0.6511609500802931,MPC,50.153200048953295
49,1.6300636072787813,-0.6511609500802931,MPC,50.153200048953295
50,1.5553511663017596,-0.7434957387099691,MPC,56.35900003835559
51,1.5553511663017596,-0.7434957387099691,MPC,56.35900003835559
52,1.5553511663017596,-0.7434957387099691,MPC,56.35900003835559
53,1.5553511663017596,-0.7434957387099691,MPC,56.35900003835559
54,1.5553511663017596,-0.7434957387099691,MPC,56.35900003835559
55,1.900003519619299,2.7,MPC,51.42349994275719
56,1.900003519619299,2.7,MPC,51.42349994275719
57,1.900003519619299,2.7,MPC,51.42349994275719
58,1.900003519619299,2.7,MPC,51.42349994275719
59,1.900003519619299,2.7,MPC,51.42349994275719
60,1.3758400902318466,-1.161697217277987,MPC,51.636100048199296
61,1.3758400902318466,-1.161697217277987,MPC,51.636100048199296
62,1.3758400902318466,-1.161697217277987,MPC,51.636100048199296
63,1.3758400902318466,-1.161697217277987,MPC,51.636100048199296
64,1.3758400902318466,-1.161697217277987,MPC,51.636100048199296
65,1.323412206415711,-1.3020168339623333,MPC,52.49199992977083
66,1.323412206415711,-1.3020168339623333,MPC,52.49199992977083
67,1.323412206415711,-1.3020168339623333,MPC,52.49199992977083
68,1.323412206415711,-1.3020168339623333,MPC,52.49199992977083
69,1.323412206415711,-1.3020168339623333,MPC,52.49199992977083
70,1.2627620298824773,-1.456304667501919,MPC,50.32519996166229
71,1.2627620298824773,-1.456304667501919,MPC,50.32519996166229
72,1.2627620298824773,-1.456304667501919,MPC,50.32519996166229
73,1.2627620298824773,-1.456304667501919,MPC,50.32519996166229
74,1.2627620298824773,-1.456304667501919,MPC,50.32519996166229
75,1.1979170330671534,-1.6111545267403762,MPC,51.22010002378374
76,1.1979170330671534,-1.6111545267403762,MPC,51.22010002378374
77,1.1979170330671534,-1.6111545267403762,MPC,51.22010002378374
78,1.1979170330671534,-1.6111545267403762,MPC,51.22010002378374
79,1.1979170330671534,-1.6111545267403762,MPC,51.22010002378374
80,1.900000012575948,-2.8262579403271895,MPC,40.44830007478595
81,1.900000012575948,-2.8262579403271895,MPC,40.44830007478595
82,1.900000012575948,-2.8262579403271895,MPC,40.44830007478595
83,1.900000012575948,-2.8262579403271895,MPC,40.44830007478595
84,1.900000012575948,-2.8262579403271895,MPC,40.44830007478595
85,1.9000000000000106,-2.8392312019499517,MPC,38.72720000799745
86,1.9000000000000106,-2.8392312019499517,MPC,38.72720000799745
87,1.9000000000000106,-2.8392312019499517,MPC,38.72720000799745
88,1.9000000000000106,-2.8392312019499517,MPC,38.72720000799745
89,1.9000000000000106,-2.8392312019499517,MPC,38.72720000799745
90,1.9000000000000146,-2.8500000000000236,MPC,37.73009998258203
91,1.9000000000000146,-2.8500000000000236,MPC,37.73009998258203
92,1.9000000000000146,-2.8500000000000236,MPC,37.73009998258203
93,1.9000000000000146,-2.8500000000000236,MPC,37.73009998258203
94,1.9000000000000146,-2.8500000000000236,MPC,37.73009998258203
95,1.8976598140122571,-2.8500000000000085,MPC,66.61379989236593
96,1.8976598140122571,-2.8500000000000085,MPC,66.61379989236593
97,1.8976598140122571,-2.8500000000000085,MPC,66.61379989236593
98,1.8976598140122571,-2.8500000000000085,MPC,66.61379989236593
99,1.8976598140122571,-2.8500000000000085,MPC,66.61379989236593
100,1.8953655904199906,-1.4972006156132571,MPC,37.21900004893541
