timestep,v,omega,controller,solve_time_ms
0,0.019892802343600004,-0.0018139910894554151,MPC,143.61869997810572
1,0.019892802343600004,-0.0018139910894554151,MPC,143.61869997810572
2,0.019892802343600004,-0.0018139910894554151,MPC,143.61869997810572
3,0.019892802343600004,-0.0018139910894554151,MPC,143.61869997810572
4,0.019892802343600004,-0.0018139910894554151,MPC,143.61869997810572
5,1.6908900484233467,-0.04190140449891924,MPC,181.38089997228235
6,1.6908900484233467,-0.04190140449891924,MPC,181.38089997228235
7,1.6908900484233467,-0.04190140449891924,MPC,181.38089997228235
8,1.6908900484233467,-0.04190140449891924,MPC,181.38089997228235
9,1.6908900484233467,-0.04190140449891924,MPC,181.38089997228235
10,1.6667618896357568,-0.08004572276329551,MPC,242.63760005123913
11,1.6667618896357568,-0.08004572276329551,MPC,242.63760005123913
12,1.6667618896357568,-0.08004572276329551,MPC,242.63760005123913
13,1.6667618896357568,-0.08004572276329551,MPC,242.63760005123913
14,1.6667618896357568,-0.08004572276329551,MPC,242.63760005123913
15,1.6778497907912926,-0.11964918416024949,MPC,136.53079990763217
16,1.6778497907912926,-0.11964918416024949,MPC,136.53079990763217
17,1.6778497907912926,-0.11964918416024949,MPC,136.53079990763217
18,1.6778497907912926,-0.11964918416024949,MPC,136.53079990763217
19,1.6778497907912926,-0.11964918416024949,MPC,136.53079990763217
20,1.3654418085232323,-0.13327089567349298,MPC,98.81679993122816
21,1.3654418085232323,-0.13327089567349298,MPC,98.81679993122816
22,1.3654418085232323,-0.13327089567349298,MPC,98.81679993122816
23,1.3654418085232323,-0.13327089567349298,MPC,98.81679993122816
24,1.3654418085232323,-0.13327089567349298,MPC,98.81679993122816
25,-0.3722109611915403,-0.005785197314685797,MPC,180.96619995776564
26,-0.3722109611915403,-0.005785197314685797,MPC,180.96619995776564
27,-0.3722109611915403,-0.005785197314685797,MPC,180.96619995776564
28,-0.3722109611915403,-0.005785197314685797,MPC,180.96619995776564
29,-0.3722109611915403,-0.005785197314685797,MPC,180.96619995776564
30,-0.6841576931400184,0.5397032882847197,MPC,257.3986001079902
31,-0.6841576931400184,0.5397032882847197,MPC,257.3986001079902
32,-0.6841576931400184,0.5397032882847197,MPC,257.3986001079902
33,-0.6841576931400184,0.5397032882847197,MPC,257.3986001079902
34,-0.6841576931400184,0.5397032882847197,MPC,257.3986001079902
35,-1.8890997983937807,2.4000000000000004,MPC,135.7099999440834
36,-1.8890997983937807,2.4000000000000004,MPC,135.7099999440834
37,-1.8890997983937807,2.4000000000000004,MPC,135.7099999440834
38,-1.8890997983937807,2.4000000000000004,MPC,135.7099999440834
39,-1.8890997983937807,2.4000000000000004,MPC,135.7099999440834
40,1.6677982922117311,-0.5981418675557474,MPC,147.05519995186478
41,1.6677982922117311,-0.5981418675557474,MPC,147.05519995186478
