timestep,px,py,theta,px_ref,py_ref,theta_ref,error_px,error_py,error_theta,error_norm
0,0.0,0.0,0.7853981633974483,0.0,0.0,0.7853981633974483,0.0,0.0,0.0,0.0
1,0.0174368270647085,0.0174368270647085,0.7850332355346833,0.01999966666833333,0.01999866669333308,0.7853231571470295,-0.002562839603624828,-0.0025618396286245793,-0.00028992161234620006,0.0036352749081747047
2,0.03488001615225833,0.034867289784472545,0.7846683076719183,0.03999733338666616,0.03998933418663416,0.7850980633706443,-0.00511731723440783,-0.005122044402161616,-0.0004297556987259421,0.007253065868711656
3,0.05232956493969912,0.052291385838036566,0.7843033798091533,0.05999100040499132,0.0599640064794446,0.7847226568420766,-0.007661435465292202,-0.007672620641408036,-0.0004192770329233264,0.010850921349182049
4,0.06978547110323356,0.06970911290499285,0.7839384519463883,0.07997866837326832,0.07991469396917268,0.7841965616812204,-0.01019319727003476,-0.010205581064179833,-0.00025810973483209043,0.014426426310025818
5,0.08724773231821774,0.08712046866578188,0.7835735240836234,0.09995833854135666,0.09983341664682815,0.7835192505983565,-0.012710606223138923,-0.012712947981046274,5.427348526687581e-05,0.017977249582171614
6,0.1073458859548737,0.10714541204099104,0.7825144332638643,0.11992801295888919,0.11971220728891936,0.7826900438339384,-0.012582127004015495,-0.012566795247928322,-0.00017561057007409175,0.01778384384268068
7,0.127465236549479,0.12714905841944704,0.7814553424441052,0.13988569467506554,0.1395431146442365,0.7817081077917023,-0.012420458125586537,-0.012394056224789451,-0.0002527653475971059,0.01754834180410322
8,0.14760576153469607,0.14713138536359463,0.7803962516243461,0.1598293879383454,0.15931820661424598,0.7805724533623122,-0.012223626403649324,-0.012186821250651347,-0.0001762017379660641,0.017261712015434114
9,0.1677674383194366,0.16709237045979203,0.779337160804587,0.17975709839602208,0.17902957342582415,0.7792819339341677,-0.011989660076585473,-0.011937202966032123,5.5226870419367025e-05,0.016918977906821973
10,0.1879502442888869,0.187031991318336,0.778278069984828,0.1996668332936563,0.19866933079506124,0.7778352430874435,-0.011716589004769407,-0.01163733947672524,0.0004428268973845073,0.016519752530358263
11,0.2077123719781534,0.20651468747385462,0.7764152595945716,0.21955660167434962,0.21822962308086932,0.7762309119668949,-0.011844229696196223,-0.011714935607014698,0.00018434762767671753,0.016660116368758873
12,0.22751075792735934,0.22596053675079333,0.7745524492043152,0.23942441457783872,0.23770262642713458,0.7744673063284713,-0.011913656650479387,-0.011742089676341244,8.514287584393543e-05,0.016727795254069148
13,0.24734533343488693,0.24536947167085835,0.7726896388140588,0.2592682852393897,0.2570805518921551,0.7725426232543283,-0.011922951804502785,-0.011711080221296771,0.00014701555973051228,0.016713102442603156
14,0.26721602967353847,0.2647414248838509,0.7708268284238025,0.279086229288473,0.27635564856411376,0.7704548875304338,-0.011870199614934518,-0.01161422368026288,0.00037194089336867187,0.01661114597557106
15,0.287122777690775,0.2840763291679011,0.7689640180335461,0.29887626494719843,0.29552020666133955,0.7682019476806334,-0.011753487256423445,-0.011443877493438448,0.0007620703529126471,0.01642216630029436
16,0.3067233749572827,0.30304304848026953,0.7662685873376789,0.31863641322849195,0.31456656061611776,0.765781471650788,-0.011913038271209264,-0.011523512135848235,0.00048711568689085993,0.016581589021826385
17,0.32637502443679633,0.3219568669052289,0.7635731566418117,0.33836469813399206,0.33348709214081446,0.7631909421364422,-0.011989673697195724,-0.011530225235585556,0.00038221450536946033,0.016638643492685207
18,0.3460775833533569,0.3408176470274153,0.7608777259459445,0.35805914685164836,0.35227423327509,0.760427651547437,-0.011981563498291437,-0.011456586247674705,0.0004500743985075273,0.016583540010449843
19,0.36583090856113093,0.35962525181680627,0.7581822952500773,0.37771778995300115,0.3709204694129827,0.7574886966029721,-0.011886881391870219,-0.01129521759617641,0.0006935986471051647,0.016412220107366027
20,0.3856348565454504,0.37837954462971635,0.7554868645542101,0.39733866159012243,0.38941834230865047,0.7543709725508718,-0.011703805044672055,-0.01103879767893412,0.0011158920033382813,0.016126974970007448
21,0.4050085404852601,0.3966275784068036,0.751883683358727,0.4169197996921991,0.40776045305957015,0.7510711670052485,-0.011911259206939029,-0.011132874652766522,0.0008125163534785651,0.016324189926418133
22,0.4244478494916496,0.4148056869850761,0.7482805021632439,0.43645924616173865,0.4259394650659996,0.7475857533974175,-0.012011396670089047,-0.011133778080923529,0.0006947487658264251,0.01639260016498593
23,0.4439525311860008,0.43291363435995545,0.7446773209677608,0.4559550470703768,0.44394810696551984,0.7439109840358401,-0.012002515884376008,-0.011034472605564394,0.0007663369319207414,0.01632198656815019
24,0.4635223323409684,0.4509511854377594,0.7410741397722778,0.47540525285426916,0.46177917554148284,0.7400428827720981,-0.011882920513300754,-0.010827990103723428,0.0010312570001796972,0.016109396655746483
25,0.4831569988837677,0.46891810603875383,0.7374709585767947,0.4948079185090459,0.479425538604203,0.7359772372714972,-0.0116509196252782,-0.01050743256544917,0.0014937213052974574,0.015760116451665387
26,0.49981668914999156,0.4840528119500729,0.7337797287241135,0.5141611037843102,0.49688013784373675,0.7317095908888981,-0.01434441463431868,-0.012827325893663866,0.0020701378352153688,0.01935427579219397
27,0.5165321314721313,0.4991259201485782,0.7300884988714322,0.5334628733776623,0.5141359916531132,0.7272352341528829,-0.01693074190553101,-0.015010071504534983,0.0028532647185492976,0.022805556068578443
28,0.5333030980995714,0.5141372252607235,0.726397269018751,0.5527112971282275,0.5311861979208834,0.7225491958644261,-0.019408199028656092,-0.017048972660159922,0.0038480731543248936,0.026118065114089976
29,0.5501293605251688,0.5290865227550393,0.7227060391660698,0.5719044502096711,0.5480239367918736,0.7176462338199793,-0.021775089684502258,-0.018937414036834244,0.005059805346090518,0.029298153718467133
30,0.5670106894883661,0.5439736089449203,0.7190148093133886,0.5910404133226791,0.5646424733950353,0.712520825173375,-0.02402972383431301,-0.020668864450114954,0.0064939841400135645,0.03235431061267299
31,0.5725108066146225,0.5487880064342674,0.7221387969585944,0.610117272886887,0.5810351605373051,0.7071671564563529,-0.037606466272264494,-0.03224715410303769,0.014971640502241534,0.05175205573269903
32,0.5779958568084451,0.5536195627010635,0.7252627846038002,0.6291331212322355,0.597195441362392,0.7015791132839158,-0.05113726442379041,-0.043575878661328504,0.02368367131988447,0.07123758348683511
33,0.5834657865396338,0.5584682305927456,0.728386772249006,0.6480860567897367,0.6131168519734339,0.6957502697783335,-0.06462027025010297,-0.05464862138068827,0.03263650247067251,0.09070497472313399
34,0.588920542425553,0.5633339627897536,0.7315107598942119,0.6669741842816288,0.6287930240184685,0.6896738777545541,-0.07805364185607577,-0.06545906122871492,0.04183688213965775,0.11012531230879123
35,0.5943600712316537,0.5682167118059915,0.7346347475394177,0.6857956149109028,0.6442176872376911,0.6833428557202919,-0.09143554367924911,-0.07600097543169959,0.05129189181912586,0.1294892469700654
36,0.5775733272074929,0.5530532633014524,0.7946347388727494,0.7045484665501799,0.6593846719714731,0.6767497777563413,-0.126975139342687,-0.10633140867002067,0.11788496111640812,0.20328777272197848
37,0.5617260512432944,0.5369105005268514,0.854634730206081,0.723230863929924,0.6742879116281452,0.6698868623569647,-0.16150481268662953,-0.13737741110129376,0.18474786784911634,0.2812261230338173
38,0.5468752764030538,0.5198465199793068,0.9146347215394127,0.7418409388259654,0.6889214451105513,0.6627459613267954,-0.19496566242291158,-0.16907492513124456,0.2518887602126173,0.36061875624208745
39,0.533074449423848,0.501922733544166,0.9746347128727444,0.7603768302463229,0.7032794192004101,0.6553185488498808,-0.2273023808224749,-0.2013566856562441,0.31931616402286356,0.44065144932509775
40,0.5203732383653533,0.48320364747859973,1.034634704206076,0.778836684617301,0.7173560908995228,0.6475957108685986,-0.2584634462519477,-0.23415244342092306,0.3870389933374774,0.5209893493845243
41,0.5408068379183614,0.517590678790201,1.0946347033682713,0.7972186559688459,0.731145829726896,0.6395681349355568,-0.2564118180504845,-0.21355515093669497,0.45506656843271454,0.5643034685633926
42,0.5591416838864003,0.5531411124928441,1.1546347025304666,0.8155209061191403,0.7446431199708592,0.6312261007306176,-0.25637922223274,-0.19150200747801505,0.523408601799849,0.6134817755229958
43,0.5753117906250851,0.5897270054186329,1.214634701692662,0.8337416048584215,0.757842562895277,0.6225594714682599,-0.25842981423333644,-0.16811555747664408,0.5920752302244021,0.6675341847393572
44,0.5892589632134009,0.6272166878647335,1.2746347008548573,0.8518789301319992,0.7707388788989693,0.6135576864580234,-0.26261996691859835,-0.1435221910342358,0.6610770143968339,0.7256656842564798
