timestep,v,omega,controller,solve_time_ms
0,0.02881468887575807,-0.0066604060140471105,MPC,58.30259993672371
1,0.02881468887575807,-0.0066604060140471105,MPC,58.30259993672371
2,0.02881468887575807,-0.0066604060140471105,MPC,58.30259993672371
3,0.02881468887575807,-0.0066604060140471105,MPC,58.30259993672371
4,0.02881468887575807,-0.0066604060140471105,MPC,58.30259993672371
5,1.8422652988702723,-0.05515269460134311,MPC,44.01589999906719
6,1.8422652988702723,-0.05515269460134311,MPC,44.01589999906719
7,1.8422652988702723,-0.05515269460134311,MPC,44.01589999906719
8,1.8422652988702723,-0.05515269460134311,MPC,44.01589999906719
9,1.8422652988702723,-0.05515269460134311,MPC,44.01589999906719
10,1.6793690901202623,-0.09212978830375701,MPC,81.23000001069158
11,1.6793690901202623,-0.09212978830375701,MPC,81.23000001069158
12,1.6793690901202623,-0.09212978830375701,MPC,81.23000001069158
13,1.6793690901202623,-0.09212978830375701,MPC,81.23000001069158
14,1.6793690901202623,-0.09212978830375701,MPC,81.23000001069158
15,1.670736404728327,-0.13307227055030302,MPC,44.50489999726415
16,1.670736404728327,-0.13307227055030302,MPC,44.50489999726415
17,1.670736404728327,-0.13307227055030302,MPC,44.50489999726415
18,1.670736404728327,-0.13307227055030302,MPC,44.50489999726415
19,1.670736404728327,-0.13307227055030302,MPC,44.50489999726415
20,1.2674388666229466,-0.11936525866076439,MPC,56.65469996165484
21,1.2674388666229466,-0.11936525866076439,MPC,56.65469996165484
22,1.2674388666229466,-0.11936525866076439,MPC,56.65469996165484
23,1.2674388666229466,-0.11936525866076439,MPC,56.65469996165484
24,1.2674388666229466,-0.11936525866076439,MPC,56.65469996165484
25,-0.5759775500188709,-0.00259365012577939,MPC,65.31680002808571
26,-0.5759775500188709,-0.00259365012577939,MPC,65.31680002808571
27,-0.5759775500188709,-0.00259365012577939,MPC,65.31680002808571
28,-0.5759775500188709,-0.00259365012577939,MPC,65.31680002808571
29,-0.5759775500188709,-0.00259365012577939,MPC,65.31680002808571
30,1.430145191951865,-0.28367340155034365,MPC,67.63669999781996
