timestep,px,py,theta,px_ref,py_ref,theta_ref,error_px,error_py,error_theta,error_norm
0,0.0,0.0,0.7853981633974483,0.0,0.0,0.7853981633974483,0.0,0.0,0.0,0.0
1,0.020000000000000004,0.020000000000000004,0.7853231571470295,0.01999966666833333,0.01999866669333308,0.7853231571470295,3.333316666749575e-07,1.3333066669236893e-06,0.0,1.3743422674397607e-06
2,0.03999900000833331,0.03999600013333156,0.7850980633706443,0.03999733338666616,0.03998933418663416,0.7850980633706443,1.6666216671526457e-06,6.665946697397007e-06,0.0,6.871133323838269e-06
3,0.059995000141664874,0.05998000226655112,0.7847226568420766,0.05999100040499132,0.0599640064794446,0.7847226568420766,3.999736673553078e-06,1.5995787106516668e-05,0.0,1.648827154721714e-05
4,0.07998600081664461,0.0799440130652552,0.7841965616812204,0.07997866837326832,0.07991469396917268,0.7841965616812204,7.3324433762927965e-06,2.9319096082516816e-05,0.0,3.0222080023757348e-05
5,0.09997000294986418,0.09988004719130758,0.7835192505983565,0.09995833854135666,0.09983341664682815,0.7835192505983565,1.1664408507514046e-05,4.663054447942572e-05,0.0,4.806730806148672e-05
6,0.1199450081577635,0.1197801304968681,0.7826900438339384,0.11992801295888919,0.11971220728891936,0.7826900438339384,1.6995198874311668e-05,6.792320794873907e-05,0.0,7.001713335195219e-05
7,0.1399090189564676,0.13963630321394543,0.7817081077917023,0.13988569467506554,0.1395431146442365,0.7817081077917023,2.3324281402059555e-05,9.318856970894074e-05,0.0,9.606316477880878e-05
8,0.15986003896153317,0.15944062313819818,0.7805724533623122,0.1598293879383454,0.15931820661424598,0.7805724533623122,3.065102318777768e-05,0.00012241652395220126,0.0,0.00012619544587265242
9,0.17979607308758555,0.17918516880571073,0.7792819339341677,0.17975709839602208,0.17902957342582415,0.7792819339341677,3.897469156347033e-05,0.00015559537988657501,0.0,0.00016040245891043952
10,0.19971512774782543,0.19886204266147317,0.7778352430874435,0.1996668332936563,0.19866933079506124,0.7778352430874435,4.829445416912326e-05,0.0001927118664119265,0.0,0.0001986711296576877
11,0.21283916886467474,0.21178905795818223,0.7763144867850614,0.21955660167434962,0.21822962308086932,0.7762309119668949,-0.006717432809674878,-0.006440565122687092,8.35748181665652e-05,0.009306544331936614
12,0.22598285363794976,0.2246960998461936,0.7747937304826794,0.23942441457783872,0.23770262642713458,0.7744673063284713,-0.013441560939888963,-0.01300652658094098,0.0003264241542081381,0.018706999944671072
13,0.2391461516702601,0.2375831384754007,0.7732729741802974,0.2592682852393897,0.2570805518921551,0.7725426232543283,-0.02012213356912962,-0.019497413416754428,0.0007303509259690699,0.02802825006654523
14,0.2523290325188558,0.25045014404195853,0.7717522178779154,0.279086229288473,0.27635564856411376,0.7704548875304338,-0.026757196769617186,-0.02590550452215523,0.0012973303474815845,0.03726561162178764
15,0.26553146569569774,0.2632970867883525,0.7702314615755333,0.29887626494719843,0.29552020666133955,0.7682019476806334,-0.03334479925150069,-0.03222311987298704,0.0020295138948999147,0.046414696143800886
16,0.28461743526242866,0.2818127203209333,0.767391425925788,0.31863641322849195,0.31456656061611776,0.765781471650788,-0.03401897796606329,-0.032753840295184466,0.0016099542749999918,0.04725142186967012
17,0.30375591284600095,0.30027407442073084,0.7645513902760427,0.33836469813399206,0.33348709214081446,0.7631909421364422,-0.034608785287991106,-0.033213017720083615,0.0013604481396004564,0.04798670007747355
18,0.32294674407933815,0.3186810001822093,0.7617113546262974,0.35805914685164836,0.35227423327509,0.760427651547437,-0.0351124027723102,-0.0335932330928807,0.0012837030788603876,0.04861104845271524
19,0.34218977417308993,0.33703334913884075,0.758871318976552,0.37771778995300115,0.3709204694129827,0.7574886966029721,-0.035528015779911215,-0.033887120274141924,0.0013826223735798893,0.049117089392183094
20,0.36148484791688057,0.3553309732643028,0.7560312833268067,0.39733866159012243,0.38941834230865047,0.7543709725508718,-0.03585381367324186,-0.03408736904434767,0.00166031077593487,0.0494995082314338
21,0.3809387730469205,0.37367458350424343,0.7525241184190999,0.4169197996921991,0.40776045305957015,0.7510711670052485,-0.035981026645278635,-0.03408586955532672,0.0014529514138514887,0.04958418951240418
