timestep,v,omega,controller,solve_time_ms
0,1.4142135623730951,-0.0037503125209392696,LQR,83.47900002263486
1,1.4140240216160753,-0.01126247139232554,LQR,6.634799996390939
2,1.413445516473017,-0.01880770207582083,LQR,10.450400004629046
3,1.412486120855441,-0.026389183977287598,LQR,3.6739000061061233
4,1.411152478112993,-0.03401088277208051,LQR,16.840199998114258
5,1.4209862174042633,0.689273881539084,MPC,596.4423000114039
6,1.4190003011952848,0.6899218827899737,MPC,536.634399992181
7,1.4174815348989696,0.6991487266617556,MPC,458.76499998848885
8,1.4163039114847398,0.7128984143023057,MPC,476.73829999985173
9,1.4153475221999985,0.7270799507413245,MPC,1346.7247000080533
10,1.414398519853228,0.7334731343496638,MPC,1352.6536999852397
11,1.4132735940120478,0.7265648015208555,MPC,1266.3677000091411
12,1.4118501889265165,0.7018622043840935,MPC,1222.437100019306
13,1.4100294398627409,0.6600302319350441,MPC,1147.4540999915916
14,1.4077724054999816,0.6025565597001749,MPC,1048.4302999975625
15,1.4052230119577624,0.5360220887356723,MPC,1036.2198999791872
16,1.4025587165255862,0.4689290049169852,MPC,1126.5347999869846
17,1.3998038005679874,0.4057635490580809,MPC,1062.0595999935176
18,1.396873769374047,0.34939985767327,MPC,1033.1968999817036
19,1.393477818641441,0.29923180700363733,MPC,998.3612999785691
20,1.3892323504300286,0.25324730602462325,MPC,1204.1786999907345
21,1.3835599339067193,0.20986558052427795,MPC,1658.474900003057
22,1.3757191244879645,0.16706306508460783,MPC,1294.6022000105586
23,1.3647327938650629,0.12349754029885995,MPC,1332.5717000116128
24,1.3489387806489437,0.07752081447474635,MPC,1523.915500001749
25,1.3263420286011862,0.028046624112895463,MPC,1303.7636000080965
26,1.2926674365684332,-0.02562546377860267,MPC,1331.985499971779
27,1.243126105705216,-0.08393577622952975,MPC,1783.9787999982946
28,1.1686423673581035,-0.14564125561243182,MPC,1284.0093999984674
29,1.0496109498881723,-0.20698597799119847,MPC,1432.5456999940798
30,0.8448185623006498,-0.25972480508740403,MPC,1049.3191000132356
31,0.7082038121914072,-0.2751977758984963,MPC,598.5961999977008
32,0.6522802407638562,-0.28494394594075473,MPC,532.5917000009213
33,0.6386597221996697,-0.3292498148154272,MPC,549.4430999970064
34,0.6694702763573045,-0.4282205292007185,MPC,423.56210001162253
35,0.7778649321576987,-0.6076064678305296,MPC,503.50849999813363
36,1.0453259494252067,-0.8922696297017227,MPC,471.7235999996774
37,1.5303529854967992,-1.3156736008887524,MPC,517.7929000055883
38,2.0000000481171862,-1.86291102768567,MPC,688.2533999742009
39,1.9999999388129681,-2.395124641804119,MPC,570.6650000065565
40,1.999999864406914,-2.694254054962437,MPC,430.2161000086926
41,1.9999998323055477,-2.7851996298229165,MPC,560.038199997507
42,1.9999999825564294,-2.7124379173102753,MPC,413.34850000566803
43,2.000000373792248,-2.532706907145396,MPC,249.81259999913163
44,1.7904287309909255,-2.2930103296699285,MPC,261.0637999896426
45,1.4893571230213545,-2.034862462170854,MPC,256.7079000000376
46,1.2448324965422533,-1.789757235140656,MPC,382.8878999920562
47,1.0551188434973842,-1.5716692579571443,MPC,247.33220000052825
48,0.9162511613727717,-1.3839948404055424,MPC,240.97869999241084
49,0.817003905045166,-1.2250028749904223,MPC,315.8273000153713
50,0.74812694592082,-1.091541298450651,MPC,409.03750000870787
