timestep,px,py,theta,px_ref,py_ref,theta_ref,error_px,error_py,error_theta,error_norm
0,0.0,0.0,0.7853981633974483,0.0,0.0,0.7853981633974483,0.0,0.0,0.0,0.0
1,0.00025637019904936473,0.00025637019904936473,0.7853045109730195,0.01999966666833333,0.01999866669333308,0.7853231571470295,-0.019743296469283963,-0.019742296494283714,-1.864617401003965e-05,0.0279205367789026
2,0.0005127644066651038,0.0005127163872837893,0.7852108585485906,0.03999733338666616,0.03998933418663416,0.7850980633706443,-0.03948456898000106,-0.03947661779935037,0.00011279517794637872,0.05583410483892991
3,0.0007691826205984409,0.0007690385624549188,0.7851172061241618,0.05999100040499132,0.0599640064794446,0.7847226568420766,-0.05922181778439288,-0.05919496791698969,0.00039454928208515483,0.08373424387619001
4,0.001025624838600389,0.0010253367223146085,0.785023553699733,0.07997866837326832,0.07991469396917268,0.7841965616812204,-0.07895304353466794,-0.07888935724685807,0.0008269920185125512,0.11161450481907918
5,0.001282091058421751,0.0012816108646149247,0.7849299012753042,0.09995833854135666,0.09983341664682815,0.7835192505983565,-0.09867624748293491,-0.09855180578221323,0.0014106506769476779,0.13946845584425485
6,0.017074516082240532,0.017059252820792924,0.7838777547405378,0.11992801295888919,0.11971220728891936,0.7826900438339384,-0.10285349687664866,-0.10265295446812644,0.0011877109065994151,0.14531992822041878
7,0.03288353275310367,0.03282027010175094,0.7828256082057714,0.13988569467506554,0.1395431146442365,0.7817081077917023,-0.10700216192196187,-0.10672284454248555,0.0011175004140691058,0.1511306620457567
8,0.04870912357023639,0.04856464525985011,0.781773461671005,0.1598293879383454,0.15931820661424598,0.7805724533623122,-0.111120264368109,-0.11075356135439587,0.0012010083086928525,0.15689329790299494
9,0.06455127101451615,0.0642923608658746,0.7807213151362387,0.17975709839602208,0.17902957342582415,0.7792819339341677,-0.11520582738150593,-0.11473721255994955,0.0014393812020709884,0.16260099146969942
10,0.08040995754849198,0.08000339950905092,0.7796691686014723,0.1996668332936563,0.19866933079506124,0.7778352430874435,-0.11925687574516433,-0.11866593128601033,0.0018339255140288335,0.16824734453555187
11,0.10239106539238237,0.1017340800052218,0.77790487304147,0.21955660167434962,0.21822962308086932,0.7762309119668949,-0.11716553628196726,-0.11649554307564752,0.001673961074575181,0.1652324925503765
12,0.12441047834878291,0.1234259455295814,0.7761405774814678,0.23942441457783872,0.23770262642713458,0.7744673063284713,-0.11501393622905581,-0.11427668089755318,0.001673271152996536,0.16214242245696825
13,0.1464681278770298,0.14507892856103527,0.7743762819214656,0.2592682852393897,0.2570805518921551,0.7725426232543283,-0.1128001573623599,-0.11200162333111985,0.0018336586671372501,0.1589704420132459
14,0.16856394531743887,0.16669296169952,0.7726119863614633,0.279086229288473,0.27635564856411376,0.7704548875304338,-0.11052228397103411,-0.10966268686459377,0.002157098831029547,0.15571041461605153
15,0.19069786189151916,0.18826797766621295,0.7708476908014611,0.29887626494719843,0.29552020666133955,0.7682019476806334,-0.10817840305567927,-0.1072522289951266,0.0026457431208276594,0.15235684254001025
16,0.21480639970251988,0.21168494806633492,0.7682714258110177,0.31863641322849195,0.31456656061611776,0.765781471650788,-0.10383001352597207,-0.10288161254978284,0.0024899541602296793,0.1461899373464782
17,0.23897518576196836,0.23503973084240135,0.7656951608205743,0.33836469813399206,0.33348709214081446,0.7631909421364422,-0.0993895123720237,-0.09844736129841311,0.002504218684132087,0.13991579334509346
18,0.2632040596583052,0.25833217098550465,0.7631188958301309,0.35805914685164836,0.35227423327509,0.760427651547437,-0.09485508719334318,-0.09394206228958535,0.002691244282693961,0.13352842929303935
19,0.28749286058115964,0.28156211390051383,0.7605426308396875,0.37771778995300115,0.3709204694129827,0.7574886966029721,-0.09022492937184151,-0.08935835551246885,0.0030539342367154054,0.1270227542386353
20,0.31184142732241715,0.30472940540710064,0.7579663658492442,0.39733866159012243,0.38941834230865047,0.7543709725508718,-0.08549723426770528,-0.08468893690154983,0.003595393298372329,0.12039485019680679
