timestep,px,py,theta,px_ref,py_ref,theta_ref,error_px,error_py,error_theta,error_norm
0,0.0,0.0,0.7853981633974483,0.0,0.0,0.7853981633974483,0.0,0.0,0.0,0.0
1,0.0,0.0,0.7853231571470295,0.01999966666833333,0.01999866669333308,0.7853231571470295,-0.01999966666833333,-0.01999866669333308,0.0,0.028283092765033196
2,0.0,0.0,0.7852481508966107,0.03999733338666616,0.03998933418663416,0.7850980633706443,-0.03999733338666616,-0.03998933418663416,0.00015008752596645802,0.05655931446720228
3,0.0,0.0,0.7851731446461919,0.05999100040499132,0.0599640064794446,0.7847226568420766,-0.05999100040499132,-0.0599640064794446,0.0004504878041152738,0.08482219722407691
4,0.0,0.0,0.7850981383957731,0.07997866837326832,0.07991469396917268,0.7841965616812204,-0.07997866837326832,-0.07991469396917268,0.0009015767145527098,0.11306528444894118
5,0.0,0.0,0.7850231321453544,0.09995833854135666,0.09983341664682815,0.7835192505983565,-0.09995833854135666,-0.09983341664682815,0.0015038815469978761,0.14128213681508026
6,0.014722967880956775,0.01471192887425387,0.7838429408049883,0.11992801295888919,0.11971220728891936,0.7826900438339384,-0.10520504507793242,-0.1050002784146655,0.0011528969710499215,0.1486421513179654
7,0.029463288395486877,0.029406471587578184,0.7826627494646222,0.13988569467506554,0.1395431146442365,0.7817081077917023,-0.11042240627957867,-0.11013664305665831,0.0009546416729199203,0.15596185204429244
8,0.04422094101251368,0.04408360767265798,0.7814825581242562,0.1598293879383454,0.15931820661424598,0.7805724533623122,-0.11560844692583172,-0.115234598941588,0.000910104761943975,0.16323343433411305
9,0.058995905176819505,0.058743316686423165,0.7803023667838901,0.17975709839602208,0.17902957342582415,0.7792819339341677,-0.12076119321920258,-0.12028625673940099,0.001020432849722419,0.17044967184275675
10,0.07378816030907427,0.07338557821007695,0.779122175443524,0.1996668332936563,0.19866933079506124,0.7778352430874435,-0.12587867298458205,-0.1252837525849843,0.0012869323560805723,0.17760381518712945
11,0.0967691967534607,0.09607995256281568,0.7772430038606638,0.21955660167434962,0.21822962308086932,0.7762309119668949,-0.12278740492088892,-0.12214967051805364,0.0010120918937689405,0.17320021115713696
12,0.1197928392198297,0.11873110156019046,0.7753638322778036,0.23942441457783872,0.23770262642713458,0.7744673063284713,-0.11963157535800903,-0.11897152486694412,0.0008965259493323163,0.1687208976700359
13,0.1428590064051426,0.14133894521454318,0.7734846606949434,0.2592682852393897,0.2570805518921551,0.7725426232543283,-0.11640927883424712,-0.11574160667761194,0.0009420374406150511,0.16415884730822167
14,0.16596761685619388,0.1639034036911392,0.7716054891120832,0.279086229288473,0.27635564856411376,0.7704548875304338,-0.11311861243227911,-0.11245224487297456,0.0011506015816493687,0.1595075287864974
15,0.18911858896989872,0.1864243973084493,0.7697263175292229,0.29887626494719843,0.29552020666133955,0.7682019476806334,-0.10975767597729971,-0.10909580935289023,0.0015243698485895019,0.15476099882636896
